Date,aal,aapl,abbv,baba,bac,csco,dal,dis,fb,ge,intc,jnj,ko,msft,nvda,orcl,pfe,pg,pypl,t,tsla,tsm,v
2001-01-02,,0.0,,,0.019073411326351063,-0.12908503627373177,,-0.034557016507322055,,-0.08735289418132379,0.03326420330714895,-0.02914949454558536,-0.002051473738035799,0.0,-0.08631376828167993,-0.09247321566090155,0.002717297671634924,0.0007964085457371523,,0.0549739843508415,,0.021739107590476633,
2001-01-03,,0.10084047851841763,,,0.06818189309755592,0.2401504602925087,,0.11185673614802107,,0.0928563376015884,0.1021129465926325,-0.031862893526840505,-0.02569373005513785,0.10518707756575915,0.30688965696257225,0.2132704229203698,-0.05555525339881015,-0.04936277940341545,,0.012406798641207388,,0.09574499377152608,
2001-01-04,,0.04198485301851603,,,0.03128985418736337,0.013615599304752033,,0.028168880760762353,,0.005228981973622756,-0.012780013898772802,-0.021519333722488168,-0.028481059795457453,0.01043010215788833,0.11501584259969706,0.017577734896871297,-0.04017243094298663,-0.030988381112541173,,0.01470585201669765,,0.0,
2001-01-05,,-0.040293150996284166,,,-0.06796188051628925,-0.12537285965372622,,-0.013698567077774055,,-0.015604580024878554,-0.05131770297970628,0.012936815595862912,0.0021719101977154803,0.014194177498135016,-0.14971361768736755,-0.07485577659005602,0.01345286098855761,0.03630150188623462,,-0.03381618695905897,,0.04207104826579626,
2001-01-08,,0.011450639624006314,,,0.0052086961423439505,-0.00213340863769383,,-0.043650834396690104,,-0.03698773719236497,-0.0038984565277322917,-0.0012768702277443154,0.016251333456543848,-0.003817613237133949,0.09519833913331173,-0.0062238551672031675,-0.011799273761126935,0.021684262246630875,,0.007614499710946323,,-0.01242234570268678,
2001-01-09,,0.037735523434190336,,,-0.025906897000702415,0.015818512088210293,,0.0,,-0.02057651300289499,0.009784473396177787,0.007033112911128247,0.012793312140506295,0.05874881003775516,0.01999987747941463,0.0521916435401036,0.03283604985270297,-0.025306243203771686,,0.036160046241557844,,0.05660388888154184,
2001-01-10,,-0.03636333399218302,,,0.03324432140035614,-0.023568647264621895,,0.008298925962973923,,0.001400372272365066,0.02325596153026009,-0.026031842837451084,-0.004210470649501511,0.02050629707900385,0.06938141886512442,0.0396825156392237,-0.021676822422432275,-0.010887680530169027,,0.008423439437251004,,0.047618985962747044,
2001-01-11,,0.08679240354679638,,,0.018018980701455443,0.07931015470256432,,-0.028806446262751292,,0.041958514267932595,0.011363570036603899,-0.035854368516115294,-0.029598740804048583,0.04018949458427851,0.08321574313076649,0.017176009748725556,-0.031018905667316417,-0.014394567559074199,,0.0,,0.0,
2001-01-12,,-0.04513914520611911,,,-0.007585494938303563,-0.027156701471311048,,0.0699150515113176,,-0.018791949067497232,-0.03745308760416222,0.022988679186505753,-0.013071804992177138,-0.027273159953291836,-0.020833142954246608,-0.030019157691779607,0.010670317351482184,-0.03350525315180465,,-0.02744635521000407,,0.01704535108324614,
2001-01-16,,-0.0036363333992183024,,,0.03821634974989482,0.011494401092436048,,0.04752448252561287,,0.03693533024179407,-0.023346260123109756,-0.0039652725971971335,0.006622274331784928,-0.017523175517287912,-0.07845771570060439,-0.015473823517230992,0.006033343824004753,0.023111015807361267,,-0.017177824097757876,,-0.02513963629104753,
