Year_Month,ewp_rank_1,ewp_rank_2,ewp_rank_3,ls
2006-08,0.03993584658952644,0.07656999480363484,0.07954314528869906,0.03960729869917262
2006-09,0.029225202186484903,0.06020330212798125,0.05459157474541674,0.025366372558931836
2006-10,0.004692149141995214,0.041626666731029625,0.07424098799351495,0.06954883885151973
2006-11,0.020462778176496426,0.026136461504427316,0.0795011592275697,0.05903838105107327
2006-12,0.02503987015560038,-0.006499038650558421,-0.03265275793825924,-0.05769262809385962
2007-01,0.00681262540255697,0.015909674162036227,-0.018222626480586018,-0.025035251883142987
2007-02,-0.02852606936069467,-0.046746564767748154,-0.020516929612006806,0.008009139748687864
2007-03,0.01679262351522086,0.012716132544845006,-0.024305555806802118,-0.041098179322022976
2007-04,0.053639356792552995,0.04169021336813732,0.009322223511625904,-0.04431713328092709
2007-05,0.01364822626515561,0.032204014760472105,0.05190356880956887,0.038255342544413255
2007-06,-0.02370039745969882,0.005596040208982353,0.03032000338157281,0.05402040084127163
2007-07,-0.024899290776071115,-0.008751522549222086,0.0038796823619363465,0.028778973138007462
2007-08,0.045374678368626464,0.03605169640170462,0.03115589513822728,-0.014218783230399185
2007-09,0.03925396912564305,0.04582071627725405,0.023399250294129287,-0.015854718831513764
2007-10,0.05242965408010752,-0.000411082624028016,0.08380809373880375,0.03137843965869624
2007-11,-0.008544561167110864,-0.0711717608229632,-0.1001764790533956,-0.09163191788628475
2007-12,-0.007003718434306479,0.0011274285391611467,-0.047921817989462046,-0.04091809955515557
2008-01,-0.048409741131531035,-0.07780043832413813,-0.11301654283254929,-0.06460680170101826
2008-02,-0.0017075517893747662,-0.08940518856680042,-0.08528404083141218,-0.08357648904203742
2008-03,0.030808768798932174,0.020411533836981556,-0.06836670899702034,-0.09917547779595251
2008-04,-0.0034658166466106956,0.013952328384961146,0.048151195627348674,0.05161701227395937
2008-05,0.0007304482704981186,0.039218550249102986,-0.11397900861982442,-0.11470945689032254
2008-06,-0.0809413188729136,-0.0857987357801784,-0.1899562839086515,-0.10901496503573789
2008-07,0.032161991236308876,-0.02853183602478973,0.19734143739691437,0.16517944616060548
2008-08,0.03911113029991195,0.04939169543718152,0.1457534416305051,0.10664231133059315
2008-09,-0.015955010044619643,-0.09315598551958786,-0.15006178367731896,-0.13410677363269932
2008-10,-0.09512831137899486,-0.13935700637507734,0.06260148214113193,0.15772979352012678
2008-11,-0.044236904023573755,-0.06543364698414379,-0.22500347206871593,-0.18076656804514218
2008-12,0.02093638070044171,0.009631452698394808,0.08743160291639912,0.06649522221595741
2009-01,-0.07474902843794855,-0.0743308730062116,-0.2638714827070008,-0.18912245426905222
2009-02,-0.08912356044260301,-0.046033225243246705,-0.20755879324542223,-0.11843523280281922
2009-03,0.0827373835149918,0.1128720954450737,0.21615224253417317,0.13341485901918138
2009-04,0.04074099799553035,0.1274764808124426,0.24786725279930585,0.2071262548037755
2009-05,0.06428015078588477,0.015604476493795148,0.0056895835532339255,-0.05859056723265084
2009-06,0.03997945667373724,-0.01774441889131872,0.0027584972038484784,-0.037220959469888765
2009-07,0.06937366605754992,0.11279501883161558,0.14610217124929414,0.07672850519174422
2009-08,-0.0070042822504893,0.043719016736677864,0.10096544063135517,0.10796972288184446
2009-09,0.025070488733394982,0.04195922726825424,0.13897255854598906,0.11390206981259407
2009-10,0.010527007931239549,-0.012575679833074971,-0.1715736760791278,-0.18210068401036733
2009-11,0.059618934821699034,0.06587784292973854,0.12409009207843952,0.06447115725674049
2009-12,0.02508289736816463,0.06163366608504676,0.18259388808277963,0.157510990714615
2010-01,-0.021692455502001967,-0.05938911440805547,-0.023830184486270865,-0.0021377289842688975
2010-02,0.019042341894335953,0.028695453853496616,0.10200059156168674,0.08295824966735078
2010-03,0.03920016316161925,0.07754110047777715,0.07573205425207126,0.03653189109045201
2010-04,0.0039553223560555096,0.013258927372448133,-0.025073210230127107,-0.029028532586182616
2010-05,-0.08118166571388784,-0.1155210550776636,-0.0005236407945340277,0.08065802491935381
2010-06,-0.031625539437717086,-0.049713704088736384,-0.10081995909644027,-0.0691944196587232
2010-07,0.05606477971447488,0.07659702106263303,0.05113252798296932,-0.004932251731505556
2010-08,0.0015227894775859015,-0.0865031795718983,-0.07666807535000193,-0.07819086482758783
2010-09,0.0558604170250673,0.11224135853358802,0.09956982621523176,0.043709409190164465
2010-10,0.0393635491460554,0.057321989348098935,0.08426720987100597,0.04490366072495057
2010-11,-0.008435405428019025,-0.03675374411912038,0.09836810990369638,0.1068035153317154
2010-12,0.055961954729022094,0.07867396383763442,0.0024470365407643674,-0.053514918188257724
2011-01,-0.004346278143583174,0.04113811599989359,0.06277273667459352,0.06711901481817668
2011-02,0.026775647742028945,0.012450997202796708,-0.028996737427516146,-0.055772385169545094
2011-03,-0.0034423486299429464,-0.0011635083496289512,-0.04658608784825693,-0.04314373921831398
2011-04,0.06300233541953432,0.036846868453245564,0.02994455753390987,-0.033057777885624445
2011-05,-3.581306563401471e-05,-0.008760025551092267,0.002424740542897002,0.0024605536085310167
2011-06,0.0055908982448440924,-0.042403659950255954,-0.07495912413720746,-0.08055002238205154
2011-07,-0.031768153590710425,0.04638507157282724,-0.1103700456170996,-0.07860189202638918
2011-08,-0.01608831659998711,-0.027961811792867868,-0.08290706167778872,-0.06681874507780161
2011-09,-0.011757048546288095,-0.05322133649087816,-0.04746210212067812,-0.03570505357439002
2011-10,0.03962627560725598,0.12810940586426392,0.13267717379356328,0.0930508981863073
2011-11,0.007878351295260901,-0.0039937793556882985,-0.04001567286952713,-0.04789402416478804
2011-12,0.04048582040350384,0.03172906169222115,-0.055036217945500225,-0.09552203834900407
2012-01,0.005992912516826724,0.06357148865594194,0.21805810742538595,0.2120651949085592
2012-02,0.029350538247875573,0.09201727606153613,0.02221378886354093,-0.007136749384334642
2012-03,0.03814920638416108,0.04520559261300719,0.06196335032479081,0.02381414394062973
2012-04,0.010458308902965887,-0.006311637034668406,0.004501756278620283,-0.005956552624345604
2012-05,-0.03630817783687336,-0.05864705388498601,0.002451856139805152,0.03876003397667851
2012-06,0.04489977041604273,0.06812952621764287,0.037285840558889,-0.007613929857153728
2012-07,0.043094394033416084,-0.013390608719891233,-0.11011552779126668,-0.15320992182468277
2012-08,-0.011070561470843223,0.060983600014124374,-0.017777735688094064,-0.00670717421725084
2012-09,0.0439740448937769,-0.0002977142368271989,0.046366261463083154,0.0023922165693062575
2012-10,-0.01195790173899092,-0.05362953967204573,0.008452286543665985,0.020410188282656908
2012-11,0.017548036069875594,0.01630137253986362,0.09665026764799085,0.07910223157811526
2012-12,-0.0032445394296097274,0.018436168460212208,0.04266784014251681,0.04591237957212654
2013-01,0.05942580760448096,0.05070386421672817,0.047163313659867874,-0.012262493944613088
2013-02,0.028680053171885333,-0.005007643741691445,-0.020213846458445983,-0.04889389963033132
2013-03,0.03292312404633868,0.03234974867745453,0.06807140240537046,0.03514827835903178
2013-04,0.036742686341055895,0.07525248993200272,0.08134639549541157,0.04460370915435568
2013-05,0.03256073614819437,0.008036988563521301,0.11274067470943647,0.08017993856124209
2013-06,-0.008422956477005033,-0.02733409406816521,0.013822290848561859,0.022245247325566892
2013-07,0.05875679777586586,0.042295485270680784,0.13545656363461905,0.0766997658587532
2013-08,-0.04064094569531277,-0.062085659667416394,0.06009770499254223,0.10073865068785501
2013-09,0.010665183146076024,0.04339475418533033,0.10138452111260424,0.09071933796652822
2013-10,0.04285672175275403,0.05064943191668746,0.051007498352900985,0.008150776600146951
2013-11,0.015188681085705143,0.03262972142603528,0.004250423341770574,-0.01093825774393457
2013-12,0.010054461906076836,0.034199037990043105,0.07700830193367247,0.06695384002759563
2014-01,-0.05010736404513357,-0.01218311952395842,0.08475778238961591,0.13486514643474948
2014-02,0.017331175599431484,0.06593154455654072,0.10933210867341951,0.09200093307398803
2014-03,0.02518191558676231,0.038919738584744255,-0.024365258229970495,-0.049547173816732806
2014-04,0.046009548156381204,-0.0025562793400959946,-0.014676621324540225,-0.060686169480921426
2014-05,0.011122685530475586,0.02680698141145634,0.05867292767236158,0.047550242141885996
2014-06,0.027120935655925233,-0.00013726706963326934,0.0468542228889715,0.01973328723304627
2014-07,-0.014939507688587695,-0.012209652550303372,-0.012211186159057455,0.0027283215295302397
2014-08,0.029765813279395953,0.04845529356795642,0.07117859899177491,0.041412785712378955
2014-09,0.011297681117910987,0.004402548737395831,-0.04313349212304206,-0.05443117324095305
2014-10,0.013053849903752,0.035695919506156644,0.06115246142656478,0.04809861152281278
2014-11,0.0640998002967169,0.04527915104562108,0.09154078011169858,0.027440979814981684
2014-12,-0.01409459300492388,-0.006630751531032278,-0.015021062530502635,-0.0009264695255787551
2015-01,-0.03184883986026638,-0.05497781873292651,-0.07349484788871531,-0.04164600802844893
2015-02,0.07258111167729098,0.06168251423783948,0.024091180207180575,-0.0484899314701104
2015-03,-0.04293582679009021,-0.016760125925739628,-0.017311315054118346,0.025624511735971866
2015-04,0.0203635675504976,0.038291997311280516,0.04249420659869024,0.02213063904819264
2015-05,0.014290339048044505,0.01331586895815815,0.015248547254019132,0.0009582082059746266
2015-06,-0.02238215591631891,0.004873305815453463,-0.055395296298774384,-0.03301314038245547
2015-07,0.020858830499460128,0.02402250495731723,0.022707537529227072,0.001848707029766944
2015-08,-0.07530593098522759,-0.04737101235309622,-0.062141319348153416,0.013164611637074171
2015-09,0.004978167868737649,-0.030359330281513646,-0.0018150422708311333,-0.006793210139568783
2015-10,0.08186782948933538,0.07995710198194406,0.16682804963649178,0.0849602201471564
2015-11,-0.0032564510612809925,0.040475764851803826,-0.012688531635989599,-0.009432080574708606
2015-12,0.03655035352001672,-0.04336204225110239,0.01025698669543886,-0.026293366824577856
2016-01,-0.015277613162163316,-0.05233094217566793,-0.10139051215228993,-0.08611289899012661
2016-02,0.003690628322883531,0.006100931174869666,0.014842945323414503,0.011152317000530973
2016-03,0.068580959397648,0.06842894626613481,0.08433990896170776,0.015758949564059765
2016-04,-0.012027388322565528,-0.030658472641601642,-0.013674269880724265,-0.0016468815581587373
2016-05,0.007649137169328548,0.0718440581692419,0.01401947313726329,0.006370335967934742
2016-06,0.036668468423820974,-0.00662598601793122,-0.059484044349501025,-0.096152512773322
2016-07,0.029632517790279585,0.05213040242516472,0.10661349037528398,0.07698097258500439
2016-08,-0.012898736377190833,0.03848751224405111,0.01484551197299148,0.027744248350182313
2016-09,-0.007177595371888514,0.02822730724476912,0.03184326586168476,0.039020861233573276
2016-10,-0.024440025154198006,-0.017918460900238357,0.022119894752718437,0.04655991990691644
2016-11,-0.0036339151470709055,0.015513681187771756,0.07612184235245135,0.07975575749952227
2016-12,0.03501266830129617,0.018971874438449277,0.03083674705620034,-0.004175921245095832
2017-01,0.014775110291116523,0.030551142333931015,0.05130909705909424,0.03653398676797772
2017-02,0.05960031580163635,0.02829932501338542,0.021245420004388525,-0.03835489579724782
2017-03,0.025286516622381332,-0.005863430628337648,0.026067465612832824,0.0007809489904514917
2017-04,0.009156993863172728,0.01958049966508943,0.020250218258738878,0.01109322439556615
2017-05,0.010101353527720975,0.0003899266956007385,0.10239369881319757,0.0922923452854766
2017-06,0.020774435347987168,6.924534178251154e-06,0.04547178565786061,0.02469735030987344
2017-07,0.017405742782690733,0.026268458915693595,0.029778131543086325,0.012372388760395592
2017-08,0.03140780585057429,0.006155963698049503,0.009470334947242379,-0.02193747090333191
2017-09,0.004345716196133402,0.04050951811949334,0.01836953725324965,0.014023821057116246
2017-10,0.06972302234442218,0.029848053229592057,0.017013981845890258,-0.05270904049853192
2017-11,0.022294762559178102,0.0149655367484262,0.007256614623513964,-0.015038147935664138
2017-12,0.004605379338252293,0.02575007392053583,-0.004778472198037254,-0.009383851536289546
2018-01,0.040825823685012294,0.04606619579879632,0.11813301289738529,0.07730718921237299
2018-02,-0.008500022667153884,-0.04350520705338339,-0.029595962135006128,-0.021095939467852244
2018-03,-0.017122996184348902,-0.03590668535557072,-0.07477263078997846,-0.057649634605629566
2018-04,-0.04467289340488442,-0.0014144683681687903,0.02168431102404727,0.0663572044289317
2018-05,-0.003598110771205632,0.05211942859806986,0.04557524822572689,0.04917335899693252
2018-06,0.017211155137074885,-0.02813285336441901,-0.020238345043726427,-0.037449500180801315
2018-07,0.05015807379723037,0.04682057097684035,0.0025402899850126316,-0.047617783812217734
2018-08,0.04185219372685569,0.06753859996454437,0.014789072098150354,-0.027063121628705333
2018-09,0.03386626637113343,-0.00870783720855968,-0.04213740810606519,-0.07600367447719862
2018-10,-0.01140796539618095,-0.0862251772361727,-0.06201069717213553,-0.05060273177595458
2018-11,0.012609921399960032,0.050564917165911376,-0.005440427333784973,-0.018050348733745003
2018-12,-0.08755940926644029,-0.05473605836510106,-0.10034099726765616,-0.012781588001215871
2019-01,0.03413882873037823,0.05975065186455504,0.10861570455430589,0.07447687582392765
2019-02,0.034479063729198185,0.055155230093063154,0.03601649444038589,0.0015374307111877053
2019-03,0.030538869017769928,0.02548210887878768,-0.00013652420433197913,-0.03067539322210191
2019-04,0.06529719641970147,0.03269478362408183,0.03715892206187818,-0.02813827435782329
2019-05,-0.05543847962238267,-0.07028312690589132,-0.13865045387742514,-0.08321197425504247
2019-06,0.052817544191804844,0.08028647229079275,0.14185207347962264,0.0890345292878178
2019-07,0.014836889886455262,0.030330414581703182,0.007054331294063706,-0.007782558592391556
2019-08,-0.046402705776985395,-0.01338138954489935,-0.057518021273440675,-0.01111531549645528
2019-09,0.04087749093126551,0.00047427844797747414,0.045995711933278345,0.0051182210020128335
2019-10,0.007006934673494683,0.07265147108153949,0.10749116587263866,0.10048423119914397
2019-11,0.02977997616951463,0.046509123671740524,0.05822260849006281,0.02844263232054818
2019-12,0.026625723408699432,0.04408190538111993,0.05383307831225592,0.02720735490355649
2020-01,0.013718434490952664,-0.0025457326634414456,0.057887355608050195,0.04416892111709753
2020-02,-0.07631953552446308,-0.09971760617296957,-0.051629071564060935,0.024690463960402143
2020-03,-0.08553292504742763,-0.10750051436648145,-0.18225251444197937,-0.09671958939455175
2020-04,0.09346262045866205,0.16011815416483113,0.08663556425931404,-0.006827056199348008
2020-05,0.03834238533151586,0.04309679727274714,0.056680759553138955,0.018338374221623092
2020-06,0.009279336841257223,0.02148008169954963,0.10356114713069856,0.09428181028944133
2020-07,0.05783336291786339,0.07954970569193014,0.03572024085994451,-0.022113122057918877
2020-08,0.029471576607351394,0.09877794767846455,0.2042846003850526,0.17481302377770122
2020-09,-0.023893093708616937,-0.027655666128108335,-0.055336569440225566,-0.03144347573160863
